symbol,ticker,name,sector,isin
INFY,INFY.NS,Infosys Ltd.,Information Technology,INE009A01021
INOXWIND,INOXWIND.NS,Inox Wind Ltd.,Capital Goods,INE066P01011
INTELLECT,INTELLECT.NS,Intellect Design Arena Ltd.,Information Technology,INE306R01017
INDIGO,INDIGO.NS,InterGlobe Aviation Ltd.,Services,INE646L01027
IGIL,IGIL.NS,International Gemological Institute Ltd.,Services,INE0Q9301021
IKS,IKS.NS,Inventurus Knowledge Solutions Ltd.,Information Technology,INE115Q01022
IPCALAB,IPCALAB.NS,Ipca Laboratories Ltd.,Healthcare,INE571A01038
JBCHEPHARM,JBCHEPHARM.NS,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,INE572A01036
JKCEMENT,JKCEMENT.NS,J.K. Cement Ltd.,Construction Materials,INE823G01014
JBMA,JBMA.NS,JBM Auto Ltd.,Automobile and Auto Components,INE927D01051
JKTYRE,JKTYRE.NS,JK Tyre & Industries Ltd.,Automobile and Auto Components,INE573A01042
JMFINANCIL,JMFINANCIL.NS,JM Financial Ltd.,Financial Services,INE780C01023
JSWCEMENT,JSWCEMENT.NS,JSW Cement Ltd.,Construction Materials,INE718I01012
JSWDULUX,JSWDULUX.NS,JSW Dulux Ltd.,Consumer Durables,INE133A01011
JSWENERGY,JSWENERGY.NS,JSW Energy Ltd.,Power,INE121E01018
JSWINFRA,JSWINFRA.NS,JSW Infrastructure Ltd.,Services,INE880J01026
JSWSTEEL,JSWSTEEL.NS,JSW Steel Ltd.,Metals & Mining,INE019A01038
JAINREC,JAINREC.NS,Jain Resource Recycling Ltd.,Metals & Mining,INE0YD401026
JPPOWER,JPPOWER.NS,Jaiprakash Power Ventures Ltd.,Power,INE351F01018
J&KBANK,J&KBANK.NS,Jammu & Kashmir Bank Ltd.,Financial Services,INE168A01041
JINDALSAW,JINDALSAW.NS,Jindal Saw Ltd.,Capital Goods,INE324A01032
JSL,JSL.NS,Jindal Stainless Ltd.,Metals & Mining,INE220G01021
JINDALSTEL,JINDALSTEL.NS,Jindal Steel Ltd.,Metals & Mining,INE749A01030
JIOFIN,JIOFIN.NS,Jio Financial Services Ltd.,Financial Services,INE758E01017
JUBLFOOD,JUBLFOOD.NS,Jubilant Foodworks Ltd.,Consumer Services,INE797F01020
JUBLINGREA,JUBLINGREA.NS,Jubilant Ingrevia Ltd.,Chemicals,INE0BY001018
JUBLPHARMA,JUBLPHARMA.NS,Jubilant Pharmova Ltd.,Healthcare,INE700A01033
JWL,JWL.NS,Jupiter Wagons Ltd.,Capital Goods,INE209L01016
JYOTICNC,JYOTICNC.NS,Jyoti CNC Automation Ltd.,Capital Goods,INE980O01024
KPRMILL,KPRMILL.NS,K.P.R. Mill Ltd.,Textiles,INE930H01031
KEI,KEI.NS,KEI Industries Ltd.,Capital Goods,INE878B01027
KPITTECH,KPITTECH.NS,KPIT Technologies Ltd.,Information Technology,INE04I401011
KAJARIACER,KAJARIACER.NS,Kajaria Ceramics Ltd.,Consumer Durables,INE217B01036
KPIL,KPIL.NS,Kalpataru Projects International Ltd.,Construction,INE220B01022
KALYANKJIL,KALYANKJIL.NS,Kalyan Jewellers India Ltd.,Consumer Durables,INE303R01014
KARURVYSYA,KARURVYSYA.NS,Karur Vysya Bank Ltd.,Financial Services,INE036D01028
KAYNES,KAYNES.NS,Kaynes Technology India Ltd.,Capital Goods,INE918Z01012
KEC,KEC.NS,Kec International Ltd.,Construction,INE389H01022
KFINTECH,KFINTECH.NS,Kfin Technologies Ltd.,Financial Services,INE138Y01010
KIRLOSENG,KIRLOSENG.NS,Kirloskar Oil Eng Ltd.,Capital Goods,INE146L01010
KOTAKBANK,KOTAKBANK.NS,Kotak Mahindra Bank Ltd.,Financial Services,INE237A01036
KIMS,KIMS.NS,Krishna Institute of Medical Sciences Ltd.,Healthcare,INE967H01025
LTF,LTF.NS,L&T Finance Ltd.,Financial Services,INE498L01015
LTTS,LTTS.NS,L&T Technology Services Ltd.,Information Technology,INE010V01017
LGEINDIA,LGEINDIA.NS,LG Electronics India Ltd.,Consumer Durables,INE324D01010
LICHSGFIN,LICHSGFIN.NS,LIC Housing Finance Ltd.,Financial Services,INE115A01026
LTFOODS,LTFOODS.NS,LT Foods Ltd.,Fast Moving Consumer Goods,INE818H01020
LTM,LTM.NS,LTM Ltd.,Information Technology,INE214T01019
LT,LT.NS,Larsen & Toubro Ltd.,Construction,INE018A01030
LATENTVIEW,LATENTVIEW.NS,Latent View Analytics Ltd.,Information Technology,INE0I7C01011
LAURUSLABS,LAURUSLABS.NS,Laurus Labs Ltd.,Healthcare,INE947Q01028
THELEELA,THELEELA.NS,Leela Palaces Hotels & Resorts Ltd.,Consumer Services,INE0AQ201015
LEMONTREE,LEMONTREE.NS,Lemon Tree Hotels Ltd.,Consumer Services,INE970X01018
LENSKART,LENSKART.NS,Lenskart Solutions Ltd.,Consumer Services,INE956O01016
LICI,LICI.NS,Life Insurance Corporation of India,Financial Services,INE0J1Y01017
LINDEINDIA,LINDEINDIA.NS,Linde India Ltd.,Chemicals,INE473A01011
LLOYDSME,LLOYDSME.NS,Lloyds Metals And Energy Ltd.,Metals & Mining,INE281B01032
LODHA,LODHA.NS,Lodha Developers Ltd.,Realty,INE670K01029
LUPIN,LUPIN.NS,Lupin Ltd.,Healthcare,INE326A01037
MMTC,MMTC.NS,MMTC Ltd.,Services,INE123F01029
MRF,MRF.NS,MRF Ltd.,Automobile and Auto Components,INE883A01011
MGL,MGL.NS,Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,INE002S01010
M&MFIN,M&MFIN.NS,Mahindra & Mahindra Financial Services Ltd.,Financial Services,INE774D01024
M&M,M&M.NS,Mahindra & Mahindra Ltd.,Automobile and Auto Components,INE101A01026
MANAPPURAM,MANAPPURAM.NS,Manappuram Finance Ltd.,Financial Services,INE522D01027
MRPL,MRPL.NS,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,INE103A01014
MANKIND,MANKIND.NS,Mankind Pharma Ltd.,Healthcare,INE634S01028
MARICO,MARICO.NS,Marico Ltd.,Fast Moving Consumer Goods,INE196A01026
MARUTI,MARUTI.NS,Maruti Suzuki India Ltd.,Automobile and Auto Components,INE585B01010
MFSL,MFSL.NS,Max Financial Services Ltd.,Financial Services,INE180A01020
MAXHEALTH,MAXHEALTH.NS,Max Healthcare Institute Ltd.,Healthcare,INE027H01010
MAZDOCK,MAZDOCK.NS,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,INE249Z01020
MEESHO,MEESHO.NS,Meesho Ltd.,Consumer Services,INE0VDM01015
MINDACORP,MINDACORP.NS,Minda Corporation Ltd.,Automobile and Auto Components,INE842C01021
MSUMI,MSUMI.NS,Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,INE0FS801015
MOTILALOFS,MOTILALOFS.NS,Motilal Oswal Financial Services Ltd.,Financial Services,INE338I01027
MPHASIS,MPHASIS.NS,MphasiS Ltd.,Information Technology,INE356A01018
MCX,MCX.NS,Multi Commodity Exchange of India Ltd.,Financial Services,INE745G01043
MUTHOOTFIN,MUTHOOTFIN.NS,Muthoot Finance Ltd.,Financial Services,INE414G01012
NATCOPHARM,NATCOPHARM.NS,NATCO Pharma Ltd.,Healthcare,INE987B01026
NBCC,NBCC.NS,NBCC (India) Ltd.,Construction,INE095N01031
NCC,NCC.NS,NCC Ltd.,Construction,INE868B01028
NHPC,NHPC.NS,NHPC Ltd.,Power,INE848E01016
NLCINDIA,NLCINDIA.NS,NLC India Ltd.,Power,INE589A01014
NMDC,NMDC.NS,NMDC Ltd.,Metals & Mining,INE584A01023
NSLNISP,NSLNISP.NS,NMDC Steel Ltd.,Metals & Mining,INE0NNS01018
NTPCGREEN,NTPCGREEN.NS,NTPC Green Energy Ltd.,Power,INE0ONG01011
NTPC,NTPC.NS,NTPC Ltd.,Power,INE733E01010
NH,NH.NS,Narayana Hrudayalaya Ltd.,Healthcare,INE410P01011
NATIONALUM,NATIONALUM.NS,National Aluminium Co. Ltd.,Metals & Mining,INE139A01034
NAVA,NAVA.NS,Nava Ltd.,Power,INE725A01030
NAVINFLUOR,NAVINFLUOR.NS,Navin Fluorine International Ltd.,Chemicals,INE048G01026
NESTLEIND,NESTLEIND.NS,Nestle India Ltd.,Fast Moving Consumer Goods,INE239A01024
NETWEB,NETWEB.NS,Netweb Technologies India Ltd.,Information Technology,INE0NT901020
NEULANDLAB,NEULANDLAB.NS,Neuland Laboratories Ltd.,Healthcare,INE794A01010
NEWGEN,NEWGEN.NS,Newgen Software Technologies Ltd.,Information Technology,INE619B01017
NAM-INDIA,NAM-INDIA.NS,Nippon Life India Asset Management Ltd.,Financial Services,INE298J01013
NIVABUPA,NIVABUPA.NS,Niva Bupa Health Insurance Company Ltd.,Financial Services,INE995S01015
NUVAMA,NUVAMA.NS,Nuvama Wealth Management Ltd.,Financial Services,INE531F01023
NUVOCO,NUVOCO.NS,Nuvoco Vistas Corporation Ltd.,Construction Materials,INE118D01016
OBEROIRLTY,OBEROIRLTY.NS,Oberoi Realty Ltd.,Realty,INE093I01010
ONGC,ONGC.NS,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,INE213A01029
OIL,OIL.NS,Oil India Ltd.,Oil Gas & Consumable Fuels,INE274J01014
OLAELEC,OLAELEC.NS,Ola Electric Mobility Ltd.,Automobile and Auto Components,INE0LXG01040
OLECTRA,OLECTRA.NS,Olectra Greentech Ltd.,Automobile and Auto Components,INE260D01016
PAYTM,PAYTM.NS,One 97 Communications Ltd.,Financial Services,INE982J01020
ONESOURCE,ONESOURCE.NS,Onesource Specialty Pharma Ltd.,Healthcare,INE013P01021
OFSS,OFSS.NS,Oracle Financial Services Software Ltd.,Information Technology,INE881D01027
POLICYBZR,POLICYBZR.NS,PB Fintech Ltd.,Financial Services,INE417T01026
PCBL,PCBL.NS,PCBL Chemical Ltd.,Chemicals,INE602A01031
PGEL,PGEL.NS,PG Electroplast Ltd.,Consumer Durables,INE457L01029
PIIND,PIIND.NS,PI Industries Ltd.,Chemicals,INE603J01030
PNBHOUSING,PNBHOUSING.NS,PNB Housing Finance Ltd.,Financial Services,INE572E01012
PTCIL,PTCIL.NS,PTC Industries Ltd.,Capital Goods,INE596F01018
PVRINOX,PVRINOX.NS,PVR INOX Ltd.,Media Entertainment & Publication,INE191H01014
PAGEIND,PAGEIND.NS,Page Industries Ltd.,Textiles,INE761H01022
PARADEEP,PARADEEP.NS,Paradeep Phosphates Ltd.,Chemicals,INE088F01024
PATANJALI,PATANJALI.NS,Patanjali Foods Ltd.,Fast Moving Consumer Goods,INE619A01035
PERSISTENT,PERSISTENT.NS,Persistent Systems Ltd.,Information Technology,INE262H01021
PETRONET,PETRONET.NS,Petronet LNG Ltd.,Oil Gas & Consumable Fuels,INE347G01014
PFIZER,PFIZER.NS,Pfizer Ltd.,Healthcare,INE182A01018
PHOENIXLTD,PHOENIXLTD.NS,Phoenix Mills Ltd.,Realty,INE211B01039
PWL,PWL.NS,Physicswallah Ltd.,Consumer Services,INE0LP301011
PIDILITIND,PIDILITIND.NS,Pidilite Industries Ltd.,Chemicals,INE318A01026
PINELABS,PINELABS.NS,Pine Labs Ltd.,Financial Services,INE15B701018
PIRAMALFIN,PIRAMALFIN.NS,Piramal Finance Ltd.,Financial Services,INE202B01038
PPLPHARMA,PPLPHARMA.NS,Piramal Pharma Ltd.,Healthcare,INE0DK501011
POLYMED,POLYMED.NS,Poly Medicure Ltd.,Healthcare,INE205C01021
POLYCAB,POLYCAB.NS,Polycab India Ltd.,Capital Goods,INE455K01017
POONAWALLA,POONAWALLA.NS,Poonawalla Fincorp Ltd.,Financial Services,INE511C01022
PFC,PFC.NS,Power Finance Corporation Ltd.,Financial Services,INE134E01011
POWERGRID,POWERGRID.NS,Power Grid Corporation of India Ltd.,Power,INE752E01010
PREMIERENE,PREMIERENE.NS,Premier Energies Ltd.,Capital Goods,INE0BS701011
PRESTIGE,PRESTIGE.NS,Prestige Estates Projects Ltd.,Realty,INE811K01011
PNB,PNB.NS,Punjab National Bank,Financial Services,INE160A01022
RRKABEL,RRKABEL.NS,R R Kabel Ltd.,Capital Goods,INE777K01022
RBLBANK,RBLBANK.NS,RBL Bank Ltd.,Financial Services,INE976G01028
RECLTD,RECLTD.NS,REC Ltd.,Financial Services,INE020B01018
RHIM,RHIM.NS,RHI MAGNESITA INDIA LTD.,Capital Goods,INE743M01012
RITES,RITES.NS,RITES Ltd.,Construction,INE320J01015
RADICO,RADICO.NS,Radico Khaitan Ltd,Fast Moving Consumer Goods,INE944F01028
RVNL,RVNL.NS,Rail Vikas Nigam Ltd.,Construction,INE415G01027
RAILTEL,RAILTEL.NS,Railtel Corporation Of India Ltd.,Telecommunication,INE0DD101019
RAINBOW,RAINBOW.NS,Rainbow Childrens Medicare Ltd.,Healthcare,INE961O01016
RKFORGE,RKFORGE.NS,Ramkrishna Forgings Ltd.,Automobile and Auto Components,INE399G01023
REDINGTON,REDINGTON.NS,Redington Ltd.,Services,INE891D01026
RELIANCE,RELIANCE.NS,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,INE002A01018
RPOWER,RPOWER.NS,Reliance Power Ltd.,Power,INE614G01033
SBFC,SBFC.NS,SBFC Finance Ltd.,Financial Services,INE423Y01016
SBICARD,SBICARD.NS,SBI Cards and Payment Services Ltd.,Financial Services,INE018E01016
SBILIFE,SBILIFE.NS,SBI Life Insurance Company Ltd.,Financial Services,INE123W01016
SJVN,SJVN.NS,SJVN Ltd.,Power,INE002L01015
SRF,SRF.NS,SRF Ltd.,Chemicals,INE647A01010
SAGILITY,SAGILITY.NS,Sagility Ltd.,Information Technology,INE0W2G01015
SAILIFE,SAILIFE.NS,Sai Life Sciences Ltd.,Healthcare,INE570L01029
SAMMAANCAP,SAMMAANCAP.NS,Sammaan Capital Ltd.,Financial Services,INE148I01020
MOTHERSON,MOTHERSON.NS,Samvardhana Motherson International Ltd.,Automobile and Auto Components,INE775A01035
SAPPHIRE,SAPPHIRE.NS,Sapphire Foods India Ltd.,Consumer Services,INE806T01020
SARDAEN,SARDAEN.NS,Sarda Energy and Minerals Ltd.,Metals & Mining,INE385C01021
SAREGAMA,SAREGAMA.NS,Saregama India Ltd,Media Entertainment & Publication,INE979A01025
SCHAEFFLER,SCHAEFFLER.NS,Schaeffler India Ltd.,Automobile and Auto Components,INE513A01022
SCHNEIDER,SCHNEIDER.NS,Schneider Electric Infrastructure Ltd.,Capital Goods,INE839M01018
SCI,SCI.NS,Shipping Corporation of India Ltd.,Services,INE109A01011
SHREECEM,SHREECEM.NS,Shree Cement Ltd.,Construction Materials,INE070A01015
SHRIRAMFIN,SHRIRAMFIN.NS,Shriram Finance Ltd.,Financial Services,INE721A01047
SHYAMMETL,SHYAMMETL.NS,Shyam Metalics and Energy Ltd.,Capital Goods,INE810G01011
ENRIN,ENRIN.NS,Siemens Energy India Ltd.,Capital Goods,INE1NPP01017
SIEMENS,SIEMENS.NS,Siemens Ltd.,Capital Goods,INE003A01024
SIGNATURE,SIGNATURE.NS,Signatureglobal (India) Ltd.,Realty,INE903U01023
SOBHA,SOBHA.NS,Sobha Ltd.,Realty,INE671H01015
SOLARINDS,SOLARINDS.NS,Solar Industries India Ltd.,Chemicals,INE343H01029
SONACOMS,SONACOMS.NS,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,INE073K01018
SONATSOFTW,SONATSOFTW.NS,Sonata Software Ltd.,Information Technology,INE269A01021
STARHEALTH,STARHEALTH.NS,Star Health and Allied Insurance Company Ltd.,Financial Services,INE575P01011
SBIN,SBIN.NS,State Bank of India,Financial Services,INE062A01020
SAIL,SAIL.NS,Steel Authority of India Ltd.,Metals & Mining,INE114A01011
SUMICHEM,SUMICHEM.NS,Sumitomo Chemical India Ltd.,Chemicals,INE258G01013
SUNPHARMA,SUNPHARMA.NS,Sun Pharmaceutical Industries Ltd.,Healthcare,INE044A01036
SUNTV,SUNTV.NS,Sun TV Network Ltd.,Media Entertainment & Publication,INE424H01027
SUNDARMFIN,SUNDARMFIN.NS,Sundaram Finance Ltd.,Financial Services,INE660A01013
SUPREMEIND,SUPREMEIND.NS,Supreme Industries Ltd.,Capital Goods,INE195A01028
SPLPETRO,SPLPETRO.NS,Supreme Petrochem Ltd.,Chemicals,INE663A01033
SUZLON,SUZLON.NS,Suzlon Energy Ltd.,Capital Goods,INE040H01021
SWANCORP,SWANCORP.NS,Swan Corp Ltd.,Chemicals,INE665A01038
SWIGGY,SWIGGY.NS,Swiggy Ltd.,Consumer Services,INE00H001014
SYNGENE,SYNGENE.NS,Syngene International Ltd.,Healthcare,INE398R01022
SYRMA,SYRMA.NS,Syrma SGS Technology Ltd.,Capital Goods,INE0DYJ01015
TBOTEK,TBOTEK.NS,TBO Tek Ltd.,Consumer Services,INE673O01025
TVSMOTOR,TVSMOTOR.NS,TVS Motor Company Ltd.,Automobile and Auto Components,INE494B01023
TATACAP,TATACAP.NS,Tata Capital Ltd.,Financial Services,INE976I01016
TATACHEM,TATACHEM.NS,Tata Chemicals Ltd.,Chemicals,INE092A01019
TATACOMM,TATACOMM.NS,Tata Communications Ltd.,Telecommunication,INE151A01013
TCS,TCS.NS,Tata Consultancy Services Ltd.,Information Technology,INE467B01029
TATACONSUM,TATACONSUM.NS,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,INE192A01025
TATAELXSI,TATAELXSI.NS,Tata Elxsi Ltd.,Information Technology,INE670A01012
TATAINVEST,TATAINVEST.NS,Tata Investment Corporation Ltd.,Financial Services,INE672A01026
TMCV,TMCV.NS,Tata Motors Ltd.,Capital Goods,INE1TAE01010
TMPV,TMPV.NS,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,INE155A01022
TATAPOWER,TATAPOWER.NS,Tata Power Co. Ltd.,Power,INE245A01021
TATASTEEL,TATASTEEL.NS,Tata Steel Ltd.,Metals & Mining,INE081A01020
TATATECH,TATATECH.NS,Tata Technologies Ltd.,Information Technology,INE142M01025
TTML,TTML.NS,Tata Teleservices (Maharashtra) Ltd.,Telecommunication,INE517B01013
TECHM,TECHM.NS,Tech Mahindra Ltd.,Information Technology,INE669C01036
TECHNOE,TECHNOE.NS,Techno Electric & Engineering Company Ltd.,Construction,INE285K01026
TEGA,TEGA.NS,Tega Industries Ltd.,Capital Goods,INE011K01018
TEJASNET,TEJASNET.NS,Tejas Networks Ltd.,Telecommunication,INE010J01012
TENNIND,TENNIND.NS,Tenneco Clean Air India Ltd.,Automobile and Auto Components,INE19RI01016
NIACL,NIACL.NS,The New India Assurance Company Ltd.,Financial Services,INE470Y01017
RAMCOCEM,RAMCOCEM.NS,The Ramco Cements Ltd.,Construction Materials,INE331A01037
THERMAX,THERMAX.NS,Thermax Ltd.,Capital Goods,INE152A01029
TIMKEN,TIMKEN.NS,Timken India Ltd.,Capital Goods,INE325A01013
TITAGARH,TITAGARH.NS,Titagarh Rail Systems Ltd.,Capital Goods,INE615H01020
TITAN,TITAN.NS,Titan Company Ltd.,Consumer Durables,INE280A01028
TORNTPHARM,TORNTPHARM.NS,Torrent Pharmaceuticals Ltd.,Healthcare,INE685A01028
TORNTPOWER,TORNTPOWER.NS,Torrent Power Ltd.,Power,INE813H01021
TARIL,TARIL.NS,Transformers And Rectifiers (India) Ltd.,Capital Goods,INE763I01026
TRAVELFOOD,TRAVELFOOD.NS,Travel Food Services Ltd.,Consumer Services,INE103V01028
TRENT,TRENT.NS,Trent Ltd.,Consumer Services,INE849A01020
TRIDENT,TRIDENT.NS,Trident Ltd.,Textiles,INE064C01022
TRITURBINE,TRITURBINE.NS,Triveni Turbine Ltd.,Capital Goods,INE152M01016
TIINDIA,TIINDIA.NS,Tube Investments of India Ltd.,Automobile and Auto Components,INE974X01010
UCOBANK,UCOBANK.NS,UCO Bank,Financial Services,INE691A01018
UNOMINDA,UNOMINDA.NS,UNO Minda Ltd.,Automobile and Auto Components,INE405E01023
UPL,UPL.NS,UPL Ltd.,Chemicals,INE628A01036
UTIAMC,UTIAMC.NS,UTI Asset Management Company Ltd.,Financial Services,INE094J01016
ULTRACEMCO,ULTRACEMCO.NS,UltraTech Cement Ltd.,Construction Materials,INE481G01011
UNIONBANK,UNIONBANK.NS,Union Bank of India,Financial Services,INE692A01016
UBL,UBL.NS,United Breweries Ltd.,Fast Moving Consumer Goods,INE686F01025
UNITDSPR,UNITDSPR.NS,United Spirits Ltd.,Fast Moving Consumer Goods,INE854D01024
URBANCO,URBANCO.NS,Urban Company Ltd.,Consumer Services,INE0CAZ01013
USHAMART,USHAMART.NS,Usha Martin Ltd.,Capital Goods,INE228A01035
VTL,VTL.NS,Vardhman Textiles Ltd.,Textiles,INE825A01020
VBL,VBL.NS,Varun Beverages Ltd.,Fast Moving Consumer Goods,INE200M01039
VAML,VAML.NS,Vedanta Aluminium Metal Ltd.,Metals & Mining,INE1CDF01017
VISL,VISL.NS,Vedanta Iron and Steel Ltd.,Metals & Mining,INE1CLE01013
VEDL,VEDL.NS,Vedanta Ltd.,Metals & Mining,INE205A01025
VOGL,VOGL.NS,Vedanta Oil and Gas Ltd.,Oil Gas & Consumable Fuels,INE704J01044
VEDPOWER,VEDPOWER.NS,Vedanta Power Ltd.,Power,INE694L01019
VIJAYA,VIJAYA.NS,Vijaya Diagnostic Centre Ltd.,Healthcare,INE043W01024
VMM,VMM.NS,Vishal Mega Mart Ltd.,Consumer Services,INE01EA01019
IDEA,IDEA.NS,Vodafone Idea Ltd.,Telecommunication,INE669E01016
VOLTAS,VOLTAS.NS,Voltas Ltd.,Consumer Durables,INE226A01021
WAAREEENER,WAAREEENER.NS,Waaree Energies Ltd.,Capital Goods,INE377N01017
WELCORP,WELCORP.NS,Welspun Corp Ltd.,Capital Goods,INE191B01025
WELSPUNLIV,WELSPUNLIV.NS,Welspun Living Ltd.,Textiles,INE192B01031
WHIRLPOOL,WHIRLPOOL.NS,Whirlpool of India Ltd.,Consumer Durables,INE716A01013
WIPRO,WIPRO.NS,Wipro Ltd.,Information Technology,INE075A01022
WOCKPHARMA,WOCKPHARMA.NS,Wockhardt Ltd.,Healthcare,INE049B01025
YESBANK,YESBANK.NS,Yes Bank Ltd.,Financial Services,INE528G01035
ZFCVINDIA,ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,INE342J01019
ZEEL,ZEEL.NS,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,INE256A01028
ZENTEC,ZENTEC.NS,Zen Technologies Ltd.,Capital Goods,INE251B01027
ZENSARTECH,ZENSARTECH.NS,Zensar Technolgies Ltd.,Information Technology,INE520A01027
ZYDUSLIFE,ZYDUSLIFE.NS,Zydus Lifesciences Ltd.,Healthcare,INE010B01027
ZYDUSWELL,ZYDUSWELL.NS,Zydus Wellness Ltd.,Fast Moving Consumer Goods,INE768C01028
ECLERX,ECLERX.NS,eClerx Services Ltd.,Services,INE738I01010
